sentence,ID,clean sentence
The Spanish government is expected to announce plans to clean up its banking system on Friday.,31ODACBENUGQIG5JPIQ8YEC3RB8SQ7,The Spanish government is expected to announce plans to clean up its banking system on Friday.
"It is likely to force the banks to set aside extra money, in the region of 30bn euros ($39bn; £24bn), to cover the cost of loans going bad.",31ODACBENUGQIG5JPIQ8YEC3RB8SQ7,"It is likely to force the banks to set aside extra money, in the region of 30bn euros ($39bn; £24bn), to cover the cost of loans going bad."
The weekly cabinet meeting is also expected to approve a plan to force banks to put bad property loans into separate companies.,31ODACBENUGQIG5JPIQ8YEC3RB8SQ7,The weekly cabinet meeting is also expected to approve a plan to force banks to put bad property loans into separate companies.
"The acquisition, announced last year, had already received approvals in Europe, the U.S. and other jurisdictions worldwide.",3LOJFQ4BOXGY5OO6FNBM7TEUSF9KD7,"The acquisition, announced last year, had already received approvals in Europe, the U.S. and other jurisdictions worldwide."
"Libertyville, Illinois-based Motorola Mobility had said in a regulatory filing in February that only Chinese clearance was still required.",3LOJFQ4BOXGY5OO6FNBM7TEUSF9KD7,"Libertyville, Illinois-based Motorola Mobility had said in a regulatory filing in February that only Chinese clearance was still required."
"“Our stance since we agreed to acquire Motorola has not changed and we look forward to closing the deal,” Mountain View, California-based Google said in an e-mailed statement yesterday.",3LOJFQ4BOXGY5OO6FNBM7TEUSF9KD7,"“Our stance since we agreed to acquire Motorola has not changed and we look forward to closing the deal,” Mountain View, California-based Google said in an e-mailed statement yesterday."
The company also confirmed it had received word from Chinese authorities of the purchase being approved.,3LOJFQ4BOXGY5OO6FNBM7TEUSF9KD7,The company also confirmed it had received word from Chinese authorities of the purchase being approved.
"With the acquisition -- the largest wireless-equipment deal in at least a decade, according to data compiled by Bloomberg -- Google becomes a competitor to the other handset makers that make Android devices.",3LOJFQ4BOXGY5OO6FNBM7TEUSF9KD7,"With the acquisition -- the largest wireless-equipment deal in at least a decade, according to data compiled by Bloomberg -- Google becomes a competitor to the other handset makers that make Android devices."
"In addition to Motorola Mobility phones, the software runs handsets made by companies such as Samsung Electronics Co. (005930) and HTC Corp. (2498) As part of the approval, Google needs to ensure that Android software versions are free and open over the next five years, China’s Ministry of Commerce said in a statement on its website.",3LOJFQ4BOXGY5OO6FNBM7TEUSF9KD7,"In addition to Motorola Mobility phones, the software runs handsets made by companies such as Samsung Electronics Co. (005930) and HTC Corp. (2498) As part of the approval, Google needs to ensure that Android software versions are free and open over the next five years, China’s Ministry of Commerce said in a statement on its website."
"Mr Obama's address, during an unannounced visit to sign a strategic partnership agreement with President Hamid Karzai that sets the terms for relations after the departure of US troops in 2014, was a chance for him to make an election-year case that he is winding down a costly and increasingly unpopular war.''",3X878VYTIEJ78TVINZH3ROCTX71F7G,"Mr Obama's address, during an unannounced visit to sign a strategic partnership agreement with President Hamid Karzai that sets the terms for relations after the departure of US troops in 2014, was a chance for him to make an election-year case that he is winding down a costly and increasingly unpopular war.''"
"My fellow Americans,'' he said, speaking against a backdrop of armoured military vehicles and a US flag, ''we've travelled through more than a decade under the dark cloud of war.",3X878VYTIEJ78TVINZH3ROCTX71F7G,"My fellow Americans,'' he said, speaking against a backdrop of armoured military vehicles and a US flag, ''we've travelled through more than a decade under the dark cloud of war."
"Yet here, in the pre-dawn darkness of Afghanistan, we can see the light of new day on the horizon.''",3X878VYTIEJ78TVINZH3ROCTX71F7G,"Yet here, in the pre-dawn darkness of Afghanistan, we can see the light of new day on the horizon.''"
"His speech came as an already difficult relationship with Mr Karzai has been strained by recent events, including the release of photos showing US soldiers posing with the remains of Taliban insurgents and a US staff sergeant who has been charged in the killing of 16 Afghan civilians.",3X878VYTIEJ78TVINZH3ROCTX71F7G,"His speech came as an already difficult relationship with Mr Karzai has been strained by recent events, including the release of photos showing US soldiers posing with the remains of Taliban insurgents and a US staff sergeant who has been charged in the killing of 16 Afghan civilians."
"Rajoy said this week the banking intervention would not affect the annual public deficit, which has vowed to slash from 8.5 percent of economic output last year to 5.3 percent this year and 3.0 percent in 2013.",3OREP8RUT2C0O5U3B0Z1EBY1H0DBGU,"Rajoy said this week the banking intervention would not affect the annual public deficit, which has vowed to slash from 8.5 percent of economic output last year to 5.3 percent this year and 3.0 percent in 2013."
The European Union has already discounted Spain's promise to trim the deficit in a time of recession and with an unemployment rate in the first quarter of 24.4 percent.,3OREP8RUT2C0O5U3B0Z1EBY1H0DBGU,The European Union has already discounted Spain's promise to trim the deficit in a time of recession and with an unemployment rate in the first quarter of 24.4 percent.
"At least 30 people - including 23 soldiers - have died in heavy overnight clashes in the central Syrian city of Rastan, according to activists.",3OREP8RUT2C0O5U3B0Z1EBY1H0DBGU,"At least 30 people - including 23 soldiers - have died in heavy overnight clashes in the central Syrian city of Rastan, according to activists."
"The Syrian Observatory for Human Rights said dozens of others were wounded in the city, in the restive Homs province.",3OREP8RUT2C0O5U3B0Z1EBY1H0DBGU,"The Syrian Observatory for Human Rights said dozens of others were wounded in the city, in the restive Homs province."
"Three troop carriers were destroyed in fighting, the UK-based group said.",3OREP8RUT2C0O5U3B0Z1EBY1H0DBGU,"Three troop carriers were destroyed in fighting, the UK-based group said."
"The neighbors say that they called out to the children, begging them not to go back to the house.",3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,"The neighbors say that they called out to the children, begging them not to go back to the house."
That was the last time they saw the children.,3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,That was the last time they saw the children.
The neighbors called police immediately who heard gunshots upon arrival.,3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,The neighbors called police immediately who heard gunshots upon arrival.
"We set up a perimeter, found the oldest girl lying in the yard and took her out to ambulance, Goodyear said.",3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,"We set up a perimeter, found the oldest girl lying in the yard and took her out to ambulance, Goodyear said."
EMTs pronounced Pebbles dead in the ambulance and a SWAT team was called for further investigation.,3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,EMTs pronounced Pebbles dead in the ambulance and a SWAT team was called for further investigation.
Police say they heard another gun shot.,3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,Police say they heard another gun shot.
Officers found the other three kids and Thomas all dead in the back of the house.,3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,Officers found the other three kids and Thomas all dead in the back of the house.
"Goodyear says the father of the family lives in Titusville, Fla., and hadn't been home in a few months.",3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,"Goodyear says the father of the family lives in Titusville, Fla., and hadn't been home in a few months."
The family has a history of domestic violence.,3RHLQY6EDT5DRMZ3UVO60CPYVTJD4A,The family has a history of domestic violence.
"In April, Jaxs threw a bicycle through a window in the house and threatened Thomas, according to a police report.",3EFNPKWBMSPYA6F5I5VSB0D9N4E30M,"In April, Jaxs threw a bicycle through a window in the house and threatened Thomas, according to a police report."
"That next day, when she woke him up for school, he kicked and punched her repeatedly, the report said.",3EFNPKWBMSPYA6F5I5VSB0D9N4E30M,"That next day, when she woke him up for school, he kicked and punched her repeatedly, the report said."
She pushed back and they began to scuffle.,3EFNPKWBMSPYA6F5I5VSB0D9N4E30M,She pushed back and they began to scuffle.
Police were called later that day and police say neighbors often complained of hearing shouts and yells emanating from the house.,3EFNPKWBMSPYA6F5I5VSB0D9N4E30M,Police were called later that day and police say neighbors often complained of hearing shouts and yells emanating from the house.
"It's sad, even if they were troublemakers.",3EFNPKWBMSPYA6F5I5VSB0D9N4E30M,"It's sad, even if they were troublemakers."
"It's very distressing,"" Goodyear said.",3EFNPKWBMSPYA6F5I5VSB0D9N4E30M,"It's very distressing,"" Goodyear said."
"As a parent, I could never fathom doing this to my kids.",3EFNPKWBMSPYA6F5I5VSB0D9N4E30M,"As a parent, I could never fathom doing this to my kids."
A 32 year old man was sitting his car when he was approached by a lone male who fire a number of shots hitting the man at least once in the side.,3EFNPKWBMSPYA6F5I5VSB0D9N4E30M,A 32 year old man was sitting his car when he was approached by a lone male who fire a number of shots hitting the man at least once in the side.
She was killed in a gun attack at William Court.,3126F2F5F8448LZMOARE9SIEM1GEPV,She was killed in a gun attack at William Court.
Her 21-year-old sister was seriously injured and remains in a critical condition at Belfast's Royal Victoria Hospital.,3126F2F5F8448LZMOARE9SIEM1GEPV,Her 21-year-old sister was seriously injured and remains in a critical condition at Belfast's Royal Victoria Hospital.
A Belfast Trust spokesperson confirmed that she had undergone surgery on Saturday afternoon.,3126F2F5F8448LZMOARE9SIEM1GEPV,A Belfast Trust spokesperson confirmed that she had undergone surgery on Saturday afternoon.
She is believed to be a mother of two young children.,3126F2F5F8448LZMOARE9SIEM1GEPV,She is believed to be a mother of two young children.
A 26-year-old man is still being questioned by police on suspicion of murder.,3126F2F5F8448LZMOARE9SIEM1GEPV,A 26-year-old man is still being questioned by police on suspicion of murder.
"A man and woman, both aged 28, arrested on suspicion of assisting an offender were released, without charge, on Saturday evening.",3126F2F5F8448LZMOARE9SIEM1GEPV,"A man and woman, both aged 28, arrested on suspicion of assisting an offender were released, without charge, on Saturday evening."
They were all arrested in the Toome area within an hour on the shooting.,3126F2F5F8448LZMOARE9SIEM1GEPV,They were all arrested in the Toome area within an hour on the shooting.
"Parish priest Fr Andy Dolan told UTV the feeling in the area is one of ""shock and horror.""",3126F2F5F8448LZMOARE9SIEM1GEPV,"Parish priest Fr Andy Dolan told UTV the feeling in the area is one of ""shock and horror."""
"He said that the siblings were always together - if you ""saw one you saw the other.""",3126F2F5F8448LZMOARE9SIEM1GEPV,"He said that the siblings were always together - if you ""saw one you saw the other."""
Successive waves of bank sector clean-ups have failed to convince investors.,3JMQI2OLFZ6ZDU99C032ZLVYLXBDNB,Successive waves of bank sector clean-ups have failed to convince investors.
"According to our correspondent, the toxic assets are a result of a property bubble experienced in Spain before the recession.",3JMQI2OLFZ6ZDU99C032ZLVYLXBDNB,"According to our correspondent, the toxic assets are a result of a property bubble experienced in Spain before the recession."
"As a result, with the recession, so many people were left unable to pay for their mortgages, and the banks are left to deal with the after-effects.",3JMQI2OLFZ6ZDU99C032ZLVYLXBDNB,"As a result, with the recession, so many people were left unable to pay for their mortgages, and the banks are left to deal with the after-effects."
"Banking reform is seen as urgent by many analysts, with yields on benchmark Spanish bonds currently close to six percent, meaning the country faces very high borrowing costs.",3JMQI2OLFZ6ZDU99C032ZLVYLXBDNB,"Banking reform is seen as urgent by many analysts, with yields on benchmark Spanish bonds currently close to six percent, meaning the country faces very high borrowing costs."
"The pressure right now is very high and the discredit would be huge if the reform was not to be approved this Friday, a banking source told",3JMQI2OLFZ6ZDU99C032ZLVYLXBDNB,"The pressure right now is very high and the discredit would be huge if the reform was not to be approved this Friday, a banking source told"
The Spanish Government is expected to announce a new round of financial sector reforms later today.,3JMQI2OLFZ6ZDU99C032ZLVYLXBDNB,The Spanish Government is expected to announce a new round of financial sector reforms later today.
"With the long process of purchasing Motorola Mobility finally drawing to a close, Google seems to be shifting their attention to the process of selling hardware on their own.",33Q5P9PUSPNJPRHEFSJLA2KPBOACZL,"With the long process of purchasing Motorola Mobility finally drawing to a close, Google seems to be shifting their attention to the process of selling hardware on their own."
The Wall Street Journal reported earlier this week that Google was looking at fleshing out the Devices section of the Google Play Store with unlocked smartphones and tablets - all of them lead devices -  from up to five major hardware manufacturers.,33Q5P9PUSPNJPRHEFSJLA2KPBOACZL,The Wall Street Journal reported earlier this week that Google was looking at fleshing out the Devices section of the Google Play Store with unlocked smartphones and tablets - all of them lead devices -  from up to five major hardware manufacturers.
"Now that Google will have their own in-house hardware team, it stands to reason that they might soon offer their own devices alongside those from hardware partners like Samsung and HTC.",33Q5P9PUSPNJPRHEFSJLA2KPBOACZL,"Now that Google will have their own in-house hardware team, it stands to reason that they might soon offer their own devices alongside those from hardware partners like Samsung and HTC."
Motorola is known around the world for innovation in communications and is focused on advancing the way the world connects.,33Q5P9PUSPNJPRHEFSJLA2KPBOACZL,Motorola is known around the world for innovation in communications and is focused on advancing the way the world connects.
Gardai investigating a shooting in west Dublin last night have recovered a gun.,3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y,Gardai investigating a shooting in west Dublin last night have recovered a gun.
A man (32) was wounded while sitting in a car outside Finnegan's pub on Sarsfield Road in Ballyfermot at about 11.10pm.,3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y,A man (32) was wounded while sitting in a car outside Finnegan's pub on Sarsfield Road in Ballyfermot at about 11.10pm.
He was targetted by a lone gunman who discharged a number of shots.,3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y,He was targetted by a lone gunman who discharged a number of shots.
The victim was taken to Tallaght Hospital for treatment but his injuries were not said to be serious.,3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y,The victim was taken to Tallaght Hospital for treatment but his injuries were not said to be serious.
"The gunman left the scene in a getaway car which was found burned out at Goldenbridge Terrace, Inchicore last night.",3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y,"The gunman left the scene in a getaway car which was found burned out at Goldenbridge Terrace, Inchicore last night."
A gun was recovered close to the burned out car.,3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y,A gun was recovered close to the burned out car.
The scenes of the shooting and fire are being preserved by gardai for a technical examination.,3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y,The scenes of the shooting and fire are being preserved by gardai for a technical examination.
The Philippines foreign secretary has said he and the Chinese ambassador have agreed to resolve diplomatically a stand-off involving a Philippine warship and two Chinese surveillance vessels in a disputed area of the South China Sea.,3IKMEYR0LWWB2EQQIYR5BANQVOKK2Y,The Philippines foreign secretary has said he and the Chinese ambassador have agreed to resolve diplomatically a stand-off involving a Philippine warship and two Chinese surveillance vessels in a disputed area of the South China Sea.
"On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat, the department said.",329E6HTMSW30NWM9MY5AUKSI12KK39,"On Tuesday, Filipino sailors from the warship boarded the Chinese vessels for an inspection, discovering large amounts of illegally collected coral, giant clams and live sharks inside the first boat, the department said."
"Two Chinese maritime surveillance ships, identified as Zhonggou Haijian 75 and Zhonggou Haijian 84, later approached and positioned themselves between the Philippine warship and the Chinese fishing vessels ""thus preventing the arrests of the erring Chinese fishermen"", the statement said.",329E6HTMSW30NWM9MY5AUKSI12KK39,"Two Chinese maritime surveillance ships, identified as Zhonggou Haijian 75 and Zhonggou Haijian 84, later approached and positioned themselves between the Philippine warship and the Chinese fishing vessels ""thus preventing the arrests of the erring Chinese fishermen"", the statement said."
"Chinese officials, who refer to Scarborough Shoal as Huangyan Island, have in the past asserted Chinese sovereignty over the area.",329E6HTMSW30NWM9MY5AUKSI12KK39,"Chinese officials, who refer to Scarborough Shoal as Huangyan Island, have in the past asserted Chinese sovereignty over the area."
"The Philippines refers to the shoal, a rich fishing ground, as Panatag.",329E6HTMSW30NWM9MY5AUKSI12KK39,"The Philippines refers to the shoal, a rich fishing ground, as Panatag."
"Last year the Philippines accused Chinese vessels of intruding into other parts of what it considers Philippine territory near the South China Sea, including the Spratlys.",329E6HTMSW30NWM9MY5AUKSI12KK39,"Last year the Philippines accused Chinese vessels of intruding into other parts of what it considers Philippine territory near the South China Sea, including the Spratlys."
"Thousands of Russians have rallied in Moscow and St Petersburg in the past two days, facing off against tens of thousands of police and interior ministry troops.",3XD2A6FGFNVKQHOX8GFMCJMEIO7S9F,"Thousands of Russians have rallied in Moscow and St Petersburg in the past two days, facing off against tens of thousands of police and interior ministry troops."
Hundreds of protesters have been detained in both cities.,3XD2A6FGFNVKQHOX8GFMCJMEIO7S9F,Hundreds of protesters have been detained in both cities.
Gorbachev told the Interfax news agency that authorities must hold a fresh election or deal with a rising tide of discontent.,3XD2A6FGFNVKQHOX8GFMCJMEIO7S9F,Gorbachev told the Interfax news agency that authorities must hold a fresh election or deal with a rising tide of discontent.
"Vladimir Putin's United Russia party won less than 50% of Sunday's vote, a steep fall from its earlier two-thirds majority, according to preliminary results.",3XD2A6FGFNVKQHOX8GFMCJMEIO7S9F,"Vladimir Putin's United Russia party won less than 50% of Sunday's vote, a steep fall from its earlier two-thirds majority, according to preliminary results."
"But opposition parties and international observers said the vote was marred by vote-rigging, including alleged ballot-box stuffing and false voter rolls.",3XD2A6FGFNVKQHOX8GFMCJMEIO7S9F,"But opposition parties and international observers said the vote was marred by vote-rigging, including alleged ballot-box stuffing and false voter rolls."
"More and more people are starting to believe that the election results are not fair, he told Interfax.",3XD2A6FGFNVKQHOX8GFMCJMEIO7S9F,"More and more people are starting to believe that the election results are not fair, he told Interfax."
It was the second major assault in Kabul in less than three weeks and highlighted the Taliban's continued ability to strike in the heavily guarded capital even when security had been tightened for Obama's visit and Wednesday's anniversary of the killing of al-Qaida leader Osama bin Laden in neighboring Pakistan.,3CMIQF80GNRLVI7MI5N5X9GB9MBQ6J,It was the second major assault in Kabul in less than three weeks and highlighted the Taliban's continued ability to strike in the heavily guarded capital even when security had been tightened for Obama's visit and Wednesday's anniversary of the killing of al-Qaida leader Osama bin Laden in neighboring Pakistan.
"Obama arrived at Bagram Air Field late Tuesday, then traveled to Kabul by helicopter for a meeting with President Hamid Karzai in which they signed an agreement governing the U.S. presence after combat troops withdraw in 2014.",3CMIQF80GNRLVI7MI5N5X9GB9MBQ6J,"Obama arrived at Bagram Air Field late Tuesday, then traveled to Kabul by helicopter for a meeting with President Hamid Karzai in which they signed an agreement governing the U.S. presence after combat troops withdraw in 2014."
"Later, back at the base, he was surrounded by U.S. troops, shaking every hand.",3CMIQF80GNRLVI7MI5N5X9GB9MBQ6J,"Later, back at the base, he was surrounded by U.S. troops, shaking every hand."
"He then gave a speech broadcast to Americans back home, before ending his lightning visit just before 4:30 a.m.",3CMIQF80GNRLVI7MI5N5X9GB9MBQ6J,"He then gave a speech broadcast to Americans back home, before ending his lightning visit just before 4:30 a.m."
"The United Nations estimates that at least 9,000 people have died in the 14-month crisis, while opposition groups put the death toll at more than 11,000.",3M7OI89LVYPH1HX3DNMAD4RU57A6CU,"The United Nations estimates that at least 9,000 people have died in the 14-month crisis, while opposition groups put the death toll at more than 11,000."
"Despite the ongoing chaos, Syrian state-run media announced that results from recent parliamentary elections will be announced Tuesday.",3M7OI89LVYPH1HX3DNMAD4RU57A6CU,"Despite the ongoing chaos, Syrian state-run media announced that results from recent parliamentary elections will be announced Tuesday."
"More than 7,000 candidates vied for 250 parliamentary seats.",3M7OI89LVYPH1HX3DNMAD4RU57A6CU,"More than 7,000 candidates vied for 250 parliamentary seats."
"But members of the opposition had urged Syrians to boycott the elections, saying a vote for any of the candidates amounted to a vote for al-Assad, whose family has ruled the country for 42 years.",3M7OI89LVYPH1HX3DNMAD4RU57A6CU,"But members of the opposition had urged Syrians to boycott the elections, saying a vote for any of the candidates amounted to a vote for al-Assad, whose family has ruled the country for 42 years."
"This reform will grant credibility and build confidence in the financial sector, increase credit flow in our country and lead to home sales at reasonable prices, Deputy Prime Minister Soraya Saenz de Santamaria said at a news conference.",3M7OI89LVYPH1HX3DNMAD4RU57A6CU,"This reform will grant credibility and build confidence in the financial sector, increase credit flow in our country and lead to home sales at reasonable prices, Deputy Prime Minister Soraya Saenz de Santamaria said at a news conference."
"Mr McGuinness, who is MP for the area, said: ""This family is clearly deeply shocked and traumatised by what has happened over the weekend.",356ZPKYPUHI2EQGDOB38GVAU4DLPYL,"Mr McGuinness, who is MP for the area, said: ""This family is clearly deeply shocked and traumatised by what has happened over the weekend."
Their daughter has been murdered and another daughter seriously injured.,356ZPKYPUHI2EQGDOB38GVAU4DLPYL,Their daughter has been murdered and another daughter seriously injured.
I spent some time with the family and offered our support and that of the wider community at this time.,356ZPKYPUHI2EQGDOB38GVAU4DLPYL,I spent some time with the family and offered our support and that of the wider community at this time.
"I spent some time with the family and offered our support and that of the wider community at this time.""",356ZPKYPUHI2EQGDOB38GVAU4DLPYL,"I spent some time with the family and offered our support and that of the wider community at this time."""
"It is understood the dead girl was living at her family home, in a neighbouring housing estate, and was visiting her older sister at the time of the shooting.",356ZPKYPUHI2EQGDOB38GVAU4DLPYL,"It is understood the dead girl was living at her family home, in a neighbouring housing estate, and was visiting her older sister at the time of the shooting."
"Bellaghy parish priest Fr Andrew Dolan said the teenager died trying to protect her sister: ""When Brenda was under attack, Lauren dived in to save her and in the process lost her own life.",356ZPKYPUHI2EQGDOB38GVAU4DLPYL,"Bellaghy parish priest Fr Andrew Dolan said the teenager died trying to protect her sister: ""When Brenda was under attack, Lauren dived in to save her and in the process lost her own life."
"He told the BBC: ""I'd say they were close in life and in death couldn't be closer.""",356ZPKYPUHI2EQGDOB38GVAU4DLPYL,"He told the BBC: ""I'd say they were close in life and in death couldn't be closer."""
"China's official approval of the deal has been a long time coming - Google managed to score regulatory approvals from the U.S. Department of Justice and the European Commission back in February (on the same day no less), but China's anti-monopoly bureau leapt into action just a few days later.",3ICOHX7ENCC1K4V27PCOURH6ET40EA,"China's official approval of the deal has been a long time coming - Google managed to score regulatory approvals from the U.S. Department of Justice and the European Commission back in February (on the same day no less), but China's anti-monopoly bureau leapt into action just a few days later."
"That period of intense regulatory scrutiny is a routine part of the purchasing process, as every company that makes more than 400 million yuan ($63 million) in China and 10 billion yuan ($1.6 billion) globally is subject to the process.",3ICOHX7ENCC1K4V27PCOURH6ET40EA,"That period of intense regulatory scrutiny is a routine part of the purchasing process, as every company that makes more than 400 million yuan ($63 million) in China and 10 billion yuan ($1.6 billion) globally is subject to the process."
"Google and Motorola originally expected to close the deal in early 2012″, and it turns out they weren't too far from the market.",3ICOHX7ENCC1K4V27PCOURH6ET40EA,"Google and Motorola originally expected to close the deal in early 2012″, and it turns out they weren't too far from the market."
"With this final approval in place, Google has confirmed that they expect purchase to be completed some time next week.",3ICOHX7ENCC1K4V27PCOURH6ET40EA,"With this final approval in place, Google has confirmed that they expect purchase to be completed some time next week."
"The insurgency also claimed their spring offensive, which began two weeks ago with attacks in Kabul, would be renewed on Thursday, despite a security clamp-down in the capital.",3UEDKCTP9VRIOFNWOA80714Y53I7KA,"The insurgency also claimed their spring offensive, which began two weeks ago with attacks in Kabul, would be renewed on Thursday, despite a security clamp-down in the capital."
"Obama's visit came a year after U.S. special forces troops killed al Qaeda leader Osama bin Laden, the architect of the September 11, 2001, attacks, in a raid in neighboring Pakistan.",3UEDKCTP9VRIOFNWOA80714Y53I7KA,"Obama's visit came a year after U.S. special forces troops killed al Qaeda leader Osama bin Laden, the architect of the September 11, 2001, attacks, in a raid in neighboring Pakistan."
"In a televised address to the American people from a base north of Kabul, he said the war in Afghanistan was winding down.",3UEDKCTP9VRIOFNWOA80714Y53I7KA,"In a televised address to the American people from a base north of Kabul, he said the war in Afghanistan was winding down."
"As we emerge from a decade of conflict abroad and economic crisis at home, it's time to renew America, Obama said, speaking against a backdrop of armored vehicles and a U.S. flag.",3UEDKCTP9VRIOFNWOA80714Y53I7KA,"As we emerge from a decade of conflict abroad and economic crisis at home, it's time to renew America, Obama said, speaking against a backdrop of armored vehicles and a U.S. flag."
"This time of war began in Afghanistan, and this is where it will end.",3UEDKCTP9VRIOFNWOA80714Y53I7KA,"This time of war began in Afghanistan, and this is where it will end."
A lieutenant who had defected was also killed in the clashes.,32204AGAABDAFIXPBS9X0M1ZCDIGHF,A lieutenant who had defected was also killed in the clashes.
Regime forces launched an offensive on Rastan at the weekend but met with sharp resistance from rebels seeking the ouster of the regime of President Bashar al-Assad.,32204AGAABDAFIXPBS9X0M1ZCDIGHF,Regime forces launched an offensive on Rastan at the weekend but met with sharp resistance from rebels seeking the ouster of the regime of President Bashar al-Assad.
The Observatory said dozens had been wounded in shelling of the city by Syrian troops.,32204AGAABDAFIXPBS9X0M1ZCDIGHF,The Observatory said dozens had been wounded in shelling of the city by Syrian troops.
"The bombardment by regime forces resumed following the deadly clashes, it added.",32204AGAABDAFIXPBS9X0M1ZCDIGHF,"The bombardment by regime forces resumed following the deadly clashes, it added."
"In Quraya in the eastern province of Deir az-Zour, a 15-year-old boy was killed by machinegun fire as regime forces raided the town, the Observatory said, bringing the total number of people killed on Monday to 25.",32204AGAABDAFIXPBS9X0M1ZCDIGHF,"In Quraya in the eastern province of Deir az-Zour, a 15-year-old boy was killed by machinegun fire as regime forces raided the town, the Observatory said, bringing the total number of people killed on Monday to 25."
The watchdog added that 15 residents of the city were arrested.,32204AGAABDAFIXPBS9X0M1ZCDIGHF,The watchdog added that 15 residents of the city were arrested.
"And in the capital Damascus, regime forces raided the neighborhood of Qaboon, while snipers were stationed on the roofs of some buildings.",32204AGAABDAFIXPBS9X0M1ZCDIGHF,"And in the capital Damascus, regime forces raided the neighborhood of Qaboon, while snipers were stationed on the roofs of some buildings."
"The goal that I set - to defeat al Qaeda, and deny it a chance to rebuild - is within our reach,"" Mr. Obama said, adding that ""there will be difficult days ahead.",3M0556243SLWBEN536YSNLYJXARNFW,"The goal that I set - to defeat al Qaeda, and deny it a chance to rebuild - is within our reach,"" Mr. Obama said, adding that ""there will be difficult days ahead."
"The goal that I set - to defeat al Qaeda, and deny it a chance to rebuild - is within our reach, Mr. Obama said, adding that ""there will be difficult days ahead.",3M0556243SLWBEN536YSNLYJXARNFW,"The goal that I set - to defeat al Qaeda, and deny it a chance to rebuild - is within our reach, Mr. Obama said, adding that ""there will be difficult days ahead."
"The enormous sacrifices of our men and women are not over.""",3M0556243SLWBEN536YSNLYJXARNFW,"The enormous sacrifices of our men and women are not over."""
"U.S. military's future in Afghanistan Issued twice a year to Congress, the Defense Department report said overall insurgent attacks in Afghanistan fell last year for the first drop in five years and praised Afghan forces for their increased security capabilities.",3M0556243SLWBEN536YSNLYJXARNFW,"U.S. military's future in Afghanistan Issued twice a year to Congress, the Defense Department report said overall insurgent attacks in Afghanistan fell last year for the first drop in five years and praised Afghan forces for their increased security capabilities."
"At the same time, the Defense Department said corruption remains widespread and violence in the southern region of Kandahar has increased.",3M0556243SLWBEN536YSNLYJXARNFW,"At the same time, the Defense Department said corruption remains widespread and violence in the southern region of Kandahar has increased."
"There are around 130,000 forces in Afghanistan, including around 90,000 U.S. forces and 40,000 troops from other nations.",3M0556243SLWBEN536YSNLYJXARNFW,"There are around 130,000 forces in Afghanistan, including around 90,000 U.S. forces and 40,000 troops from other nations."
"In his speech, Obama turned the signing of the promise to stay in Afghanistan into a vehicle for his other promise — to go.",3K3IX1W4S6S1I8IA85PSD9SN0LUPAK,"In his speech, Obama turned the signing of the promise to stay in Afghanistan into a vehicle for his other promise — to go."
The signing was a quick and businesslike affair at Karzai's palace in Kabul.,3K3IX1W4S6S1I8IA85PSD9SN0LUPAK,The signing was a quick and businesslike affair at Karzai's palace in Kabul.
"There were pleasantries, but no pageantry.",3K3IX1W4S6S1I8IA85PSD9SN0LUPAK,"There were pleasantries, but no pageantry."
"There was also no opportunity for Karzai to make one of the off-message demands or denunciations of U.S. behavior that have exasperated U.S. officials in the past, even when they acknowledged Karzai had a point.",3K3IX1W4S6S1I8IA85PSD9SN0LUPAK,"There was also no opportunity for Karzai to make one of the off-message demands or denunciations of U.S. behavior that have exasperated U.S. officials in the past, even when they acknowledged Karzai had a point."
"The Afghan people will understand that the United States will stand by them, Obama said, with Karzai seated beside him at the signing table.",3K3IX1W4S6S1I8IA85PSD9SN0LUPAK,"The Afghan people will understand that the United States will stand by them, Obama said, with Karzai seated beside him at the signing table."
"They will know that the United States can achieve our goals of destroying al-Qaida and denying it a safe haven, but at the same time we have the capacity to wind down this war and usher in a new era of peace here in Afghanistan.",3K3IX1W4S6S1I8IA85PSD9SN0LUPAK,"They will know that the United States can achieve our goals of destroying al-Qaida and denying it a safe haven, but at the same time we have the capacity to wind down this war and usher in a new era of peace here in Afghanistan."
